symbol,exchange,series,isin,nse_scrip_code,bse_code
718JK45A,NSE,EQ,,757927,
764GA33,NSE,EQ,,13887,
684JK31A,NSE,EQ,,758202,
751JK40,NSE,EQ,,760020,
SULA,NSE,EQ,,13218,
HDFCBSE500,NSE,EQ,,14230,
765JK37,NSE,EQ,,760291,
INVICTA,NSE,EQ,,760139,
746JK45,NSE,EQ,,759745,
765GA32,NSE,EQ,,13243,
741JK42,NSE,EQ,,759491,
739JK37A,NSE,EQ,,759388,
747JK40,NSE,EQ,,759190,
731JK45,NSE,EQ,,759310,
DIVINEHIRA,NSE,EQ,,30262,
751JK45,NSE,EQ,,758885,
735JK40,NSE,EQ,,758409,
DCMNVL,NSE,EQ,,11039,
782JK42,NSE,EQ,,758722,
767WB44,NSE,EQ,,22508,
748WB44,NSE,EQ,,22705,
UDS,NSE,EQ,,19113,
748WB43,NSE,EQ,,22703,
744WB44,NSE,EQ,,22874,
744WB41,NSE,EQ,,22871,
LAXMIINDIA,NSE,EQ,,758863,
746WB46,NSE,EQ,,15323,
ALLTIME,NSE,EQ,,758448,
747WB43,NSE,EQ,,15320,
736WB41,NSE,EQ,,17461,
736WB43,NSE,EQ,,16379,
74WB42,NSE,EQ,,18283,
730AS29,NSE,EQ,,21213,
741WB39,NSE,EQ,,18334,
727AS29,NSE,EQ,,21550,
SANDESH,NSE,EQ,,2988,
746WB39,NSE,EQ,,18998,
741WB42,NSE,EQ,,18686,
744WB42,NSE,EQ,,19000,
708JK46A,NSE,EQ,,757554,
714JK40,NSE,EQ,,757628,
684JK42,NSE,EQ,,757037,
722AS29,NSE,EQ,,20915,
72AS29,NSE,EQ,,20960,
642JK31,NSE,EQ,,756807,
642JK31A,NSE,EQ,,757426,
683JK42,NSE,EQ,,755855,
676JK31,NSE,EQ,,756908,
BILVYAPAR,NSE,EQ,,13622,
GANDHAR,NSE,EQ,,20303,
QUICKTOUCH,NSE,EQ,,15285,
SBCL,NSE,EQ,,4656,
HDFCQUAL,NSE,EQ,,11255,
759WB39,NSE,EQ,,19172,
HDFCGROWTH,NSE,EQ,,11241,
779WB40,NSE,EQ,,19905,
HDFCVALUE,NSE,EQ,,11260,
764WB43,NSE,EQ,,19520,
5PAISA,NSE,EQ,,445,
HCLTECH,NSE,EQ,,7229,
725MH44,NSE,EQ,,24993,
HOMESFY,NSE,EQ,,13526,
722MH49,NSE,EQ,,24997,
NILKAMAL,NSE,EQ,,2421,
714MP43,NSE,EQ,,25477,
724AS30,NSE,EQ,,20917,
860HFL29,NSE,EQ,,22564,
715MP35,NSE,EQ,,25772,
718AS30,NSE,EQ,,20146,
SHREEOSFM,NSE,EQ,,20603,
715MP43,NSE,EQ,,25776,
8887HFL26,NSE,EQ,,25153,
69AS30,NSE,EQ,,20155,
GVKPIL,NSE,EQ,,13229,
719MP38,NSE,EQ,,27200,
711AS30,NSE,EQ,,20100,
718AS29,NSE,EQ,,20311,
722AS30,NSE,EQ,,20850,
726AS29,NSE,EQ,,21034,
702AS30,NSE,EQ,,20851,
705AS30,NSE,EQ,,20774,
695AS30,NSE,EQ,,21162,
720MH34,NSE,EQ,,25010,
726MP35,NSE,EQ,,24754,
724MH39,NSE,EQ,,24990,
728MP45,NSE,EQ,,24760,
726MP38,NSE,EQ,,24987,
DREAMFOLKS,NSE,EQ,,10859,
722MP45,NSE,EQ,,24994,
SGBDE30III,NSE,EQ,,13642,
712MP36,NSE,EQ,,25500,
741GS2036,NSE,EQ,,13194,
727MH44,NSE,EQ,,24759,
710GR2028,NSE,EQ,,14971,
726MH49,NSE,EQ,,24763,
PREMIERENE,NSE,EQ,,25049,
DUCOL,NSE,EQ,,13766,
SWIGGY,NSE,EQ,,27066,
722MH34,NSE,EQ,,24752,
726GS2033,NSE,EQ,,14051,
727MH39,NSE,EQ,,24756,
729GR2033,NSE,EQ,,14973,
722MH45,NSE,EQ,,24890,
722MH50,NSE,EQ,,24891,
SGBMAR31IV,NSE,EQ,,14598,
721MH35,NSE,EQ,,24885,
723MH40,NSE,EQ,,24888,
87HFL27,NSE,EQ,,28977,
74GS2062,NSE,EQ,,10981,
87HFL26,NSE,EQ,,28979,
736GS2052,NSE,EQ,,10931,
CHENNPETRO,NSE,EQ,,2049,
842HFL27,NSE,EQ,,757485,
MAHABANK,NSE,EQ,,11377,
780HFL27,NSE,EQ,,760133,
799HFL27,NSE,EQ,,758212,
MVGJL,NSE,EQ,,19015,
726MP39,NSE,EQ,,30019,
727MP45,NSE,EQ,,29991,
REXPRO,NSE,EQ,,29270,
720AS30,NSE,EQ,,20358,
LENSKART,NSE,EQ,,759605,
750AS30,NSE,EQ,,20278,
716MP44,NSE,EQ,,27206,
ELECTCAST,NSE,EQ,,928,
730MH39,NSE,EQ,,24653,
717MP41,NSE,EQ,,28819,
733MH44,NSE,EQ,,24657,
INTLCONV,NSE,EQ,,5606,
FIBERWEB,NSE,EQ,,8159,
727MH34,NSE,EQ,,24647,
714MP45,NSE,EQ,,28820,
717MP38,NSE,EQ,,29004,
730MH38,NSE,EQ,,24651,
712MP47,NSE,EQ,,29005,
NAGREEKEXP,NSE,EQ,,14702,
716MP37A,NSE,EQ,,29705,
716MP40A,NSE,EQ,,29701,
CPPLUS,NSE,EQ,,758858,
718MP48A,NSE,EQ,,29703,
710GS2029,NSE,EQ,,9047,
743MH39,NSE,EQ,,23429,
SWELECTES,NSE,EQ,,11909,
738GS2027,NSE,EQ,,9913,
754GS2036,NSE,EQ,,9585,
745MH41,NSE,EQ,,23495,
MANAKALUCO,NSE,EQ,,7420,
744MH42A,NSE,EQ,,23496,
SGBJUN30,NSE,EQ,,10232,
744MH41,NSE,EQ,,23430,
SACHEEROME,NSE,EQ,,757412,
SGBAUG30,NSE,EQ,,11192,
744MH42,NSE,EQ,,23432,
726GS2032,NSE,EQ,,10722,
APS,NSE,EQ,,21451,
712MH36A,NSE,EQ,,29501,
PALASHSECU,NSE,EQ,,21383,
BGRENERGY,NSE,EQ,,15193,
717MH37,NSE,EQ,,29926,
718MH38,NSE,EQ,,29929,
712MH38A,NSE,EQ,,29507,
713MH37B,NSE,EQ,,29503,
714MH39,NSE,EQ,,29508,
UNIENTER,NSE,EQ,,11293,
LLOYDSENPP,NSE,EQ,,757406,
HDFCLIQUID,NSE,EQ,,18279,
SOUTHBANK,NSE,EQ,,5948,
722MP42,NSE,EQ,,30086,
ORICONENT,NSE,EQ,,10163,
723MP47,NSE,EQ,,30087,
REDINGTON,NSE,EQ,,14255,
714MP32,NSE,EQ,,30179,
718MP46,NSE,EQ,,30167,
718MP49,NSE,EQ,,30171,
714UP30,NSE,EQ,,22095,
705MP32,NSE,EQ,,30420,
635LT28,NSE,EQ,,758336,
702MP35,NSE,EQ,,30431,
720LT35,NSE,EQ,,29233,
SOBHA,NSE,EQ,,13826,
719LT34,NSE,EQ,,27376,
690UP30,NSE,EQ,,22093,
711MH38,NSE,EQ,,29061,
704UP30,NSE,EQ,,22085,
714MH43,NSE,EQ,,29064,
723DMEDL34,NSE,EQ,,27711,
703UP30,NSE,EQ,,22087,
71MH32A,NSE,EQ,,25764,
755DDL39,NSE,EQ,,22944,
691UP30,NSE,EQ,,22100,
713MH37A,NSE,EQ,,25773,
709UP30,NSE,EQ,,22096,
SYSTANGO,NSE,EQ,,14509,
73UP30,NSE,EQ,,22091,
MANAKSIA,NSE,EQ,,15199,
727MP48,NSE,EQ,,29993,
793UP30,NSE,EQ,,22084,
723MH41,NSE,EQ,,29123,
710UP30,NSE,EQ,,22083,
717MP31,NSE,EQ,,30085,
724MH44,NSE,EQ,,29125,
MHHL,NSE,EQ,,1426,
SIYSIL,NSE,EQ,,14096,
718UP30A,NSE,EQ,,22221,
NEOCHEM,NSE,EQ,,760928,
722UP30,NSE,EQ,,22089,
SPLIL,NSE,EQ,,11935,
712MH38,NSE,EQ,,25502,
712MH43,NSE,EQ,,25476,
707MH32,NSE,EQ,,25491,
WINDLAS,NSE,EQ,,5366,
711MH36,NSE,EQ,,25499,
KOTARISUG,NSE,EQ,,11647,
TREJHARA,NSE,EQ,,7605,
DHARIWAL,NSE,EQ,,24750,
685NL31,NSE,EQ,,3265,
UMESLTD,NSE,EQ,,19142,
WSI,NSE,EQ,,14828,
HDFCNIFIT,NSE,EQ,,12101,
68NL31,NSE,EQ,,5744,
70NL31,NSE,EQ,,6103,
685NL31A,NSE,EQ,,3710,
697NL31,NSE,EQ,,5418,
DRSCARGO,NSE,EQ,,23488,
70NL31A,NSE,EQ,,7316,
HDFCPVTBAN,NSE,EQ,,12108,
734NL32,NSE,EQ,,8698,
719UP29,NSE,EQ,,22092,
725MH45,NSE,EQ,,25101,
HALEOSLABS,NSE,EQ,,21555,
HDFCSENSEX,NSE,EQ,,11593,
728UP29,NSE,EQ,,22098,
726MH50,NSE,EQ,,25110,
HDFCNIFBAN,NSE,EQ,,22433,
723MH35,NSE,EQ,,25090,
HDFCMOMENT,NSE,EQ,,11538,
724MH40,NSE,EQ,,25098,
CAMPUS,NSE,EQ,,9362,
HDFCPSUBK,NSE,EQ,,22595,
718UP30,NSE,EQ,,22213,
713MH37,NSE,EQ,,25360,
RETAIL,NSE,EQ,,24145,
HDFCMID150,NSE,EQ,,14236,
716UP29,NSE,EQ,,22090,
HDFCLOWVOL,NSE,EQ,,11547,
713MH43,NSE,EQ,,25364,
BHAGYANGR,NSE,EQ,,20799,
729UP29,NSE,EQ,,22099,
HDFCNIF100,NSE,EQ,,10633,
71MH33,NSE,EQ,,25352,
HDFCNEXT50,NSE,EQ,,10619,
TPLPLASTEH,NSE,EQ,,9219,
712MH36,NSE,EQ,,25356,
726UP29,NSE,EQ,,22082,
AJAXENGG,NSE,EQ,,29624,
ALBERTDAVD,NSE,EQ,,17256,
FEDERALBNK,NSE,EQ,,1023,
AXISVALUE,NSE,EQ,,30155,
SYLVANPLY,NSE,EQ,,24267,
DRCSYSTEMS,NSE,EQ,,2645,
RBLBANK,NSE,EQ,,18391,
KPEL,NSE,EQ,,27079,
NEWJAISA,NSE,EQ,,19158,
VIVO,NSE,EQ,,7610,
76AP44A,NSE,EQ,,760584,
76AP45,NSE,EQ,,760585,
759AP47,NSE,EQ,,760588,
754AP42,NSE,EQ,,760447,
753AP36A,NSE,EQ,,760566,
764AP40,NSE,EQ,,760579,
DYCL,NSE,EQ,,10417,
761AP42,NSE,EQ,,760582,
JISLDVREQS,NSE,EQ,,25684,
694WB36,NSE,EQ,,7160,
705WB36A,NSE,EQ,,7319,
PERSISTENT,NSE,EQ,,18365,
712WB36,NSE,EQ,,7548,
714WB32,NSE,EQ,,7710,
723WB32,NSE,EQ,,7857,
748WB37,NSE,EQ,,7911,
BANKINDIA,NSE,EQ,,4745,
717WB32,NSE,EQ,,8332,
746WB40,NSE,EQ,,8499,
GUJTHEM,NSE,EQ,,29731,
ASIANHOTNR,NSE,EQ,,18422,
74WB38,NSE,EQ,,8584,
STOVEKRAFT,NSE,EQ,,2107,
712GA34A,NSE,EQ,,25885,
736WB32,NSE,EQ,,8701,
MANBA,NSE,EQ,,25597,
713GA34,NSE,EQ,,27150,
717GA35,NSE,EQ,,27197,
723GA34,NSE,EQ,,25009,
725GA35,NSE,EQ,,25089,
MOTHERSON,NSE,EQ,,4204,
712GA34,NSE,EQ,,25498,
KAJARIACER,NSE,EQ,,1808,
712GA35,NSE,EQ,,25704,
KEI,NSE,EQ,,13310,
733GA39,NSE,EQ,,24419,
736GA34,NSE,EQ,,24564,
SASKEN,NSE,EQ,,11983,
MUKKA,NSE,EQ,,22980,
765TMCV28,NSE,EQ,,759811,
765TMCV27,NSE,EQ,,759787,
JUSTDIAL,NSE,EQ,,29962,
69PY29,NSE,EQ,,291,
WEL,NSE,EQ,,7835,
575PY26,NSE,EQ,,836,
652PY30,NSE,EQ,,994,
XELPMOC,NSE,EQ,,8478,
AUROIMPEX,NSE,EQ,,15869,
ICIL,NSE,EQ,,11987,
AVSL,NSE,EQ,,18693,
762AP36,NSE,EQ,,758933,
SETFNIF50,NSE,EQ,,10176,
687AP33,NSE,EQ,,757933,
IMC1,NSE,EQ,,14214,
688AP34A,NSE,EQ,,757934,
TIMKEN,NSE,EQ,,14198,
677AP31,NSE,EQ,,758201,
696AP33,NSE,EQ,,758203,
708AP40A,NSE,EQ,,757437,
680AP35,NSE,EQ,,757732,
IMC1,NSE,EQ,,14219,
700AP37,NSE,EQ,,757736,
IMC1,NSE,EQ,,14224,
IMC1,NSE,EQ,,14228,
664PY32,NSE,EQ,,1730,
TVVISION,NSE,EQ,,18508,
63PY26,NSE,EQ,,2372,
ADDICTIVE,NSE,EQ,,22468,
686PY34,NSE,EQ,,2943,
696AP34,NSE,EQ,,758188,
698PY33,NSE,EQ,,3079,
748AP33,NSE,EQ,,758928,
748AP34,NSE,EQ,,758929,
RPGLIFE,NSE,EQ,,16725,
737AP34,NSE,EQ,,760266,
744AP35,NSE,EQ,,760268,
VR,NSE,EQ,,23018,
752AP37,NSE,EQ,,760441,
727AP36,NSE,EQ,,759387,
73AP37,NSE,EQ,,759594,
735AP36,NSE,EQ,,760095,
753AP40,NSE,EQ,,760083,
763AP37,NSE,EQ,,758935,
SRGHFL,NSE,EQ,,18119,
75AP45,NSE,EQ,,759329,
75AP46,NSE,EQ,,759331,
714AP33,NSE,EQ,,759386,
CREDITACC,NSE,EQ,,4421,
CAPITALSFB,NSE,EQ,,22675,
ASHIMASYN,NSE,EQ,,206,
759AP44,NSE,EQ,,760085,
SBICARD,NSE,EQ,,17971,
699AR30,NSE,EQ,,20861,
OLAELEC,NSE,EQ,,24777,
720AR30,NSE,EQ,,20518,
678AP33,NSE,EQ,,756909,
679AP34A,NSE,EQ,,756906,
GMRAIRPORT,NSE,EQ,,13528,
UNIINFO,NSE,EQ,,7791,
683AP34,NSE,EQ,,756857,
671AP35,NSE,EQ,,756858,
679AP36,NSE,EQ,,756863,
684AP37,NSE,EQ,,756911,
688AP40,NSE,EQ,,756912,
685AP41,NSE,EQ,,756913,
667AP32,NSE,EQ,,756854,
780BFL27,NSE,EQ,,23240,
POLICYBZR,NSE,EQ,,6656,
PRAKASHSTL,NSE,EQ,,19603,
LAMOSAIC,NSE,EQ,,27218,
SUNLITE,NSE,EQ,,24872,
661AP34,NSE,EQ,,757399,
682AP36,NSE,EQ,,757384,
GLAND,NSE,EQ,,1186,
678AP37,NSE,EQ,,757385,
684AP38,NSE,EQ,,757387,
674AP37,NSE,EQ,,756859,
705AP39,NSE,EQ,,757434,
684AP39,NSE,EQ,,757388,
665AP33,NSE,EQ,,757427,
665AP34,NSE,EQ,,757428,
668AP35B,NSE,EQ,,757429,
SPMLINFRA,NSE,EQ,,3321,
760CIT38,NSE,EQ,,30036,
702GJ33,NSE,EQ,,30427,
775CIT38,NSE,EQ,,29551,
699WB31,NSE,EQ,,5470,
712WB51,NSE,EQ,,5542,
SETF10GILT,NSE,EQ,,17395,
685WB31,NSE,EQ,,5566,
698WB36,NSE,EQ,,5697,
699WB36A,NSE,EQ,,5895,
705WB36,NSE,EQ,,6001,
708WB41,NSE,EQ,,6361,
70WB31A,NSE,EQ,,6482,
698WB37,NSE,EQ,,6749,
CYBERPP,NSE,EQ,,758821,
691WB31,NSE,EQ,,6897,
NECLIFE,NSE,EQ,,11930,
74CB34,NSE,EQ,,24514,
IKS,NSE,EQ,,28125,
ATLANTAELE,NSE,EQ,,759007,
1075WCA28,NSE,EQ,,759215,
687GJ28A,NSE,EQ,,30413,
PCBL,NSE,EQ,,2649,
687GJ28,NSE,EQ,,30080,
721GJ35,NSE,EQ,,30005,
706GJ30,NSE,EQ,,29995,
698GJ30,NSE,EQ,,29912,
HAVISHA,NSE,EQ,,7457,
712GJ37A,NSE,EQ,,29694,
702GJ31A,NSE,EQ,,29697,
1075WCAP28,NSE,EQ,,758995,
708GJ33B,NSE,EQ,,29708,
708GJ34,NSE,EQ,,29569,
707GJ32,NSE,EQ,,29568,
SREEL,NSE,EQ,,31837,
NAGAFERT,NSE,EQ,,17295,
683WB31A,NSE,EQ,,3519,
665WB28,NSE,EQ,,3726,
706WB36,NSE,EQ,,4782,
679WB28,NSE,EQ,,4877,
KIRLOSIND,NSE,EQ,,19025,
683WB28,NSE,EQ,,4989,
LINCOLN,NSE,EQ,,11596,
702WB31,NSE,EQ,,5039,
739UP37,NSE,EQ,,8705,
699WB30,NSE,EQ,,5172,
BALUFORGE,NSE,EQ,,23607,
70WB31,NSE,EQ,,5231,
MINDTECK,NSE,EQ,,18049,
679WB28A,NSE,EQ,,5344,
734UP32,NSE,EQ,,8693,
735UP34,NSE,EQ,,8702,
724UP32,NSE,EQ,,7856,
728UP32,NSE,EQ,,7905,
72NL29,NSE,EQ,,21996,
715UP32,NSE,EQ,,7821,
729NL29,NSE,EQ,,21998,
DBREALTY,NSE,EQ,,18124,
703NL30,NSE,EQ,,21997,
707GJ34,NSE,EQ,,29499,
705NL30,NSE,EQ,,21994,
675GJ27,NSE,EQ,,29517,
RVNL,NSE,EQ,,9552,
703GJ35,NSE,EQ,,29281,
705GJ34,NSE,EQ,,29279,
712GJ35,NSE,EQ,,29237,
722GJ35,NSE,EQ,,29107,
705GJ32,NSE,EQ,,29051,
HINDWAREAP,NSE,EQ,,15883,
706GJ34,NSE,EQ,,29057,
CSLFINANCE,NSE,EQ,,10350,
701GJ31,NSE,EQ,,29047,
CIFL,NSE,EQ,,756015,
BLUSPRING,NSE,EQ,,757520,
SGBMAY26,NSE,EQ,,2891,
695WB35,NSE,EQ,,22145,
774MH33,NSE,EQ,,14378,
BSL,NSE,EQ,,559,
77MH31,NSE,EQ,,14424,
VIRINCHI,NSE,EQ,,15295,
DEEPINDS,NSE,EQ,,3292,
776MH30,NSE,EQ,,11390,
718WB35,NSE,EQ,,22144,
77MH30,NSE,EQ,,11590,
723WB30,NSE,EQ,,22147,
762MH30A,NSE,EQ,,11277,
731WB34,NSE,EQ,,22141,
764MH32,NSE,EQ,,11285,
729WB29,NSE,EQ,,22153,
AMANTA,NSE,EQ,,758909,
730WB29,NSE,EQ,,22152,
764MH33,NSE,EQ,,13886,
726WB34,NSE,EQ,,22146,
KEEPLEARN,NSE,EQ,,778,
772MH31,NSE,EQ,,14367,
719WB29,NSE,EQ,,22148,
778MH30,NSE,EQ,,11678,
757MH31,NSE,EQ,,13913,
GANESHCP,NSE,EQ,,759012,
715WB35,NSE,EQ,,22150,
BRIGADE,NSE,EQ,,15184,
71WB30,NSE,EQ,,22151,
RAJPUTANA,NSE,EQ,,27269,
815ANN31,NSE,EQ,,756031,
815ANN32,NSE,EQ,,756029,
786MH30,NSE,EQ,,9821,
815ANN29,NSE,EQ,,756033,
789MH32,NSE,EQ,,9822,
815ANN30,NSE,EQ,,756027,
770MH32,NSE,EQ,,9722,
772MH34,NSE,EQ,,9724,
AGARWALTUF,NSE,EQ,,27309,
EMKAY,NSE,EQ,,13421,
711MH29,NSE,EQ,,8935,
KEL,NSE,EQ,,18708,
763MH30,NSE,EQ,,9437,
799WB35,NSE,EQ,,22175,
762MH30,NSE,EQ,,9695,
735WB30,NSE,EQ,,22177,
705WB30,NSE,EQ,,22143,
718MH30,NSE,EQ,,8934,
698WB35,NSE,EQ,,22149,
TNPETRO,NSE,EQ,,3509,
761MH29,NSE,EQ,,9435,
72WB30,NSE,EQ,,22142,
TRUALT,NSE,EQ,,759210,
AONENIFTY,NSE,EQ,,757096,
AONELIQUID,NSE,EQ,,30472,
APCL,NSE,EQ,,20453,
BUILDPRO,NSE,EQ,,760596,
MOLDTECH,NSE,EQ,,17625,
SGBOCT26,NSE,EQ,,5960,
ARCIIL,NSE,EQ,,758670,
IRB,NSE,EQ,,15313,
DYNAMATECH,NSE,EQ,,4525,
BVCL,NSE,EQ,,15073,
DHAMPURSUG,NSE,EQ,,857,
ENSER,NSE,EQ,,23230,
NAVNETEDUL,NSE,EQ,,2385,
INSECTICID,NSE,EQ,,14657,
JAYNECOIND,NSE,EQ,,2331,
BOSCHLTD,NSE,EQ,,2181,
AONETOTAL,NSE,EQ,,29975,
LOYALTEX,NSE,EQ,,10590,
PARKHOTELS,NSE,EQ,,22649,
758NL33,NSE,EQ,,15021,
767NL33B,NSE,EQ,,20243,
737NL33A,NSE,EQ,,16802,
737NL33,NSE,EQ,,16235,
733NL33,NSE,EQ,,16035,
748NL34,NSE,EQ,,23199,
MAYURUNIQ,NSE,EQ,,28906,
IVC,NSE,EQ,,6711,
749NL34,NSE,EQ,,22750,
778NL33,NSE,EQ,,20395,
773MH34,NSE,EQ,,14645,
773MH32,NSE,EQ,,14819,
ZODIACLOTH,NSE,EQ,,3821,
766MH33,NSE,EQ,,14549,
772MH32,NSE,EQ,,14639,
GOLDENTOBC,NSE,EQ,,11619,
KERNEX,NSE,EQ,,13121,
AFFORDABLE,NSE,EQ,,25855,
77MH33,NSE,EQ,,14425,
769MH31,NSE,EQ,,14531,
RITES,NSE,EQ,,3761,
HPL,NSE,EQ,,18679,
TVSELECT,NSE,EQ,,13120,
SJS,NSE,EQ,,6643,
751JK54,NSE,EQ,,23338,
736JK49,NSE,EQ,,23102,
810SIHF35,NSE,EQ,,760312,
747JK44,NSE,EQ,,23215,
746JK49,NSE,EQ,,22707,
726GS2029,NSE,EQ,,8027,
745JK54,NSE,EQ,,22760,
PELATRO,NSE,EQ,,25408,
74JK44,NSE,EQ,,22997,
SGBJAN27,NSE,EQ,,8308,
NAHARINDUS,NSE,EQ,,13106,
LIQUIDSBI,NSE,EQ,,19705,
801TCH28,NSE,EQ,,16838,
81TCHF28,NSE,EQ,,16870,
83TCHF28,NSE,EQ,,16872,
84TCHF28,NSE,EQ,,16874,
HNDFDS,NSE,EQ,,12173,
NDRAUTO,NSE,EQ,,22255,
DELTAMAGNT,NSE,EQ,,1214,
SGBNOV26,NSE,EQ,,6355,
80409TCH27,NSE,EQ,,20786,
EXCELSOFT,NSE,EQ,,760007,
810TCHFL27,NSE,EQ,,22768,
GANESHIN,NSE,EQ,,27339,
792TCHFL34,NSE,EQ,,23246,
693SK31,NSE,EQ,,2913,
805TCHFL29,NSE,EQ,,24089,
718SK31,NSE,EQ,,2681,
792TCHF34,NSE,EQ,,24383,
HGINFRA,NSE,EQ,,1672,
719SK31,NSE,EQ,,2384,
786TCHFL29,NSE,EQ,,25439,
763JK53A,NSE,EQ,,20483,
PFIZER,NSE,EQ,,2643,
771JK48,NSE,EQ,,20746,
774JK43,NSE,EQ,,20365,
SGBDEC26,NSE,EQ,,7654,
764JK50,NSE,EQ,,20402,
758JK50,NSE,EQ,,19907,
EQUIPPP,NSE,EQ,,3553,
76JK53A,NSE,EQ,,20197,
AURIONPRO,NSE,EQ,,12022,
756JK48,NSE,EQ,,20230,
763JK53,NSE,EQ,,19742,
SPCL,NSE,EQ,,24249,
NEELAM,NSE,EQ,,27123,
748JK54,NSE,EQ,,22626,
GKSL,NSE,EQ,,761197,
772JK43,NSE,EQ,,20947,
HEADSUP,NSE,EQ,,19205,
768JK44,NSE,EQ,,21288,
SETFNIFBK,NSE,EQ,,7361,
SETFNN50,NSE,EQ,,7353,
EMAMILTD,NSE,EQ,,13517,
MONEYBOXX,NSE,EQ,,759381,
664SK31,NSE,EQ,,1888,
66SK30,NSE,EQ,,1084,
BLUECOAST,NSE,EQ,,7480,
673SK30,NSE,EQ,,173,
714SK30,NSE,EQ,,22154,
MWL,NSE,EQ,,759169,
ARVINDPORT,NSE,EQ,,19579,
GREENPOWER,NSE,EQ,,20110,
743JK53A,NSE,EQ,,18519,
PRECISION,NSE,EQ,,7950,
741JK53,NSE,EQ,,18687,
743JK53,NSE,EQ,,17850,
745JK53,NSE,EQ,,18105,
736JK35,NSE,EQ,,16929,
744JK38,NSE,EQ,,17223,
744JK53,NSE,EQ,,17672,
80956ABH26,NSE,EQ,,24773,
817ABHF27,NSE,EQ,,24464,
737JK38,NSE,EQ,,16650,
8049ABHF27,NSE,EQ,,25145,
803ABHFL29,NSE,EQ,,25227,
737JK35,NSE,EQ,,16069,
756JK53,NSE,EQ,,19521,
790ABHFL27,NSE,EQ,,29557,
76JK53,NSE,EQ,,19623,
78618ABH28,NSE,EQ,,756043,
RUCHINFRA,NSE,EQ,,4566,
790ABHFL28,NSE,EQ,,30063,
VITAL,NSE,EQ,,11920,
73064ABH28,NSE,EQ,,756769,
78241ABH29,NSE,EQ,,27033,
785ABHFL28,NSE,EQ,,27713,
VERTEXPLUS,NSE,EQ,,14491,
786ABHFL28,NSE,EQ,,29559,
78537ABH30,NSE,EQ,,29190,
GS220230C,NSE,EQ,,4423,
7712TCHF28,NSE,EQ,,25840,
7685TCHF28,NSE,EQ,,28840,
HDFCGOLD,NSE,EQ,,19543,
773TCHFL30,NSE,EQ,,29103,
727TCHFL28,NSE,EQ,,756994,
KRISHCA,NSE,EQ,,16133,
7123TCHF27,NSE,EQ,,756823,
HDFCNIFTY,NSE,EQ,,11591,
BULKCORP,NSE,EQ,,24701,
717TCHFL30,NSE,EQ,,756825,
735TCHFL35,NSE,EQ,,759222,
SGBFEB27,NSE,EQ,,8766,
SRPL,NSE,EQ,,28635,
803ABHF27,NSE,EQ,,20590,
TREEHOUSE,NSE,EQ,,25082,
810ABHF28,NSE,EQ,,20586,
802ABHF28,NSE,EQ,,20588,
HONDAPOWER,NSE,EQ,,3138,
820ABHF27,NSE,EQ,,22925,
820ABHFL27,NSE,EQ,,23228,
SHREEKARNI,NSE,EQ,,23074,
812ABHF29,NSE,EQ,,24466,
813ABHF28,NSE,EQ,,20595,
8ABHF34,NSE,EQ,,22635,
LTIM,NSE,EQ,,17818,
HAVELLS,NSE,EQ,,9819,
CPSEETF,NSE,EQ,,2328,
772MP38,NSE,EQ,,13977,
767MP33,NSE,EQ,,13965,
REPL,NSE,EQ,,1480,
ABSLAMC,NSE,EQ,,6018,
788MP33,NSE,EQ,,11695,
SGBJUL28IV,NSE,EQ,,22242,
746MP32,NSE,EQ,,10957,
577GS2030,NSE,EQ,,22292,
SGBAUG28V,NSE,EQ,,22385,
785MP32,NSE,EQ,,10198,
68GS2060,NSE,EQ,,22438,
SGBSEP28VI,NSE,EQ,,149,
CHEMFAB,NSE,EQ,,2799,
IDEAFORGE,NSE,EQ,,17140,
GALAXYSURF,NSE,EQ,,1315,
SPANDANA,NSE,EQ,,11435,
ANONDITA,NSE,EQ,,758743,
NEPHROCARE,NSE,EQ,,24353,
BANDHANBNK,NSE,EQ,,2263,
769MP43,NSE,EQ,,14352,
IWARE,NSE,EQ,,757644,
KKJEWELS,NSE,EQ,,29192,
759MP38,NSE,EQ,,14277,
VERTIS,NSE,EQ,,10757,
762MP34,NSE,EQ,,14163,
ROYALARC,NSE,EQ,,29727,
VIDYAWIRES,NSE,EQ,,760224,
764MP33,NSE,EQ,,14093,
JKIL,NSE,EQ,,15266,
AFIL,NSE,EQ,,24159,
GKWLIMITED,NSE,EQ,,17357,
SRHHYPOLTD,NSE,EQ,,14582,
MARKSANS,NSE,EQ,,10579,
MDL,NSE,EQ,,2132,
HYBRIDFIN,NSE,EQ,,12814,
MHRIL,NSE,EQ,,17333,
SGBJUN28,NSE,EQ,,19078,
ACL,NSE,EQ,,15420,
GROBTEA,NSE,EQ,,17770,
QNIFTY,NSE,EQ,,16819,
777MP47,NSE,EQ,,14850,
719GS2060,NSE,EQ,,18474,
774MP43,NSE,EQ,,14656,
766MP48,NSE,EQ,,14559,
716GS2050,NSE,EQ,,18561,
SGBAPR28I,NSE,EQ,,18862,
YASHO,NSE,EQ,,18131,
579GS2030,NSE,EQ,,18857,
777MP43,NSE,EQ,,14451,
THERMAX,NSE,EQ,,3475,
SGBMAY28,NSE,EQ,,18972,
619GS2034,NSE,EQ,,18973,
POONAWALLA,NSE,EQ,,11403,
ABHF26625,NSE,EQ,,757529,
